Open Date,Close Date,Symbol,Action,Units/Lots,SL,TP,Open Price,Close Price,Commission,Swap,Pips,Profit,Gain,Magic Number,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(EUR),Min(pips),Min(EUR),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(EUR)
4/10/18 17:09,4/11/18 5:42,EURAUD,Sell,0.07,1.595,1.58456,1.5952,1.59501,-0.3,0.34,1.9,0.87,0.01,400301,00:12:32:17,,,,,,,,,,,,
4/10/18 15:51,4/10/18 19:04,EURUSD,Sell,0.1,1.23426,1.22555,1.23446,1.23426,-0.43,0,2,1.19,0.01,410151,00:03:12:25,,,,,,,,,,,,
4/10/18 15:51,4/10/18 19:04,EURUSD,Sell,0.07,1.23426,1.2299,1.23446,1.23426,-0.3,0,2,0.83,0.01,420151,00:03:12:25,,,,,,,,,,,,
4/10/18 15:51,4/10/18 19:02,EURUSD,Sell,0.1,1.23411,1.2241,1.23431,1.23411,-0.43,0,2,1.19,0.01,410051,00:03:10:34,,,,,,,,,,,,
4/10/18 15:51,4/10/18 19:02,EURUSD,Sell,0.1,1.23404,1.22221,1.23424,1.23404,-0.43,0,2,1.19,0.01,400151,00:03:10:25,,,,,,,,,,,,
4/10/18 17:09,4/10/18 18:30,EURAUD,Sell,0.03,1.5989,1.58456,1.5952,1.59089,-0.13,0,43.1,8,0.07,400301,00:01:20:20,,,,,,,,,,,,
4/10/18 15:37,4/10/18 18:30,USDCHF,Buy,0.04,0.95324,0.9615,0.95541,0.95725,-0.17,0,18.4,6.06,0.05,400301,00:02:52:32,,,,,,,,,,,,
4/10/18 15:51,4/10/18 18:30,EURUSD,Sell,0.03,1.23796,1.2303,1.23446,1.2331,-0.13,0,13.6,3.18,0.03,420301,00:02:38:13,,,,,,,,,,,,
4/10/18 15:51,4/10/18 18:30,EURUSD,Sell,0.03,1.23796,1.2299,1.23446,1.2331,-0.13,0,13.6,3.18,0.03,420151,00:02:38:13,,,,,,,,,,,,
4/10/18 17:09,4/10/18 17:45,EURAUD,Sell,0.03,1.59886,1.5847,1.59545,1.5917,-0.13,0,37.5,6.94,0.06,400151,00:00:35:51,,,,,,,,,,,,
4/10/18 15:51,4/10/18 17:35,EURUSD,Sell,0.1,1.23756,1.23509,1.23431,1.23526,-0.43,0,-9.5,-8.12,-0.07,420051,00:01:43:09,,,,,,,,,,,,
4/10/18 15:51,4/10/18 17:35,EURUSD,Sell,0.1,1.23796,1.23509,1.23431,1.23522,-0.43,0,-9.1,-7.8,-0.07,400051,00:01:43:08,,,,,,,,,,,,
4/10/18 14:50,4/10/18 15:38,EURJPY,Buy,0.1,131.877,132.345,132.443,132.345,-0.43,0,-9.8,-7.83,-0.07,450051,00:00:48:54,,,,,,,,,,,,
4/10/18 14:40,4/10/18 15:35,EURCAD,Buy,0.07,1.56383,1.57571,1.56745,1.56383,-0.3,0,-36.2,-16.5,-0.15,450051,00:00:55:18,,,,,,,,,,,,
4/10/18 14:40,4/10/18 15:25,EURCAD,Buy,0.03,1.56127,1.57571,1.56745,1.56461,-0.13,0,-28.4,-5.58,-0.05,450051,00:00:44:58,,,,,,,,,,,,
4/10/18 14:35,4/10/18 15:20,EURUSD,Buy,0.07,1.23562,1.24186,1.23654,1.23641,-0.3,0,-1.3,-1.04,-0.01,450051,00:00:45:05,,,,,,,,,,,,
4/10/18 14:35,4/10/18 15:15,EURUSD,Buy,0.03,1.23263,1.24186,1.23654,1.23611,-0.13,0,-4.3,-1.17,-0.01,450051,00:00:40:05,,,,,,,,,,,,
4/10/18 5:30,4/10/18 10:58,EURAUD,Sell,0.07,1.59653,1.58755,1.59234,1.59654,-0.3,0,-42,-18.71,-0.17,440301,00:05:28:34,,,,,,,,,,,,
4/10/18 5:30,4/10/18 10:58,AUDJPY,Buy,0.11,82.515,83.297,82.886,82.515,-0.47,0,-37.1,-31.45,-0.28,440301,00:05:28:21,,,,,,,,,,,,
4/10/18 5:30,4/10/18 10:58,AUDJPY,Buy,0.16,82.61,83.597,82.881,82.606,-0.69,0,-27.5,-34.08,-0.3,440151,00:05:28:14,,,,,,,,,,,,
4/10/18 5:30,4/10/18 10:58,USDJPY,Buy,0.08,106.953,107.482,107.202,106.952,-0.35,0,-25,-15.52,-0.14,440301,00:05:28:07,,,,,,,,,,,,
4/9/18 17:40,4/10/18 10:40,EURCAD,Sell,0.07,1.56424,1.54978,1.56788,1.56424,-0.3,0.22,36.4,16.21,0.14,450051,00:17:00:03,25,4h 15m,0,0.03,36.4,16.38,0,0,100,100,0,0
4/10/18 5:30,4/10/18 8:30,AUDJPY,Buy,0.05,82.515,83.297,82.886,82.84,-0.22,0,-4.6,-1.96,-0.02,440301,00:03:00:11,,,,,,,,,,,,
4/10/18 5:30,4/10/18 8:30,EURAUD,Sell,0.03,1.59583,1.59177,1.59235,1.59239,-0.13,0,-0.4,-0.21,0,450301,00:03:00:11,,,,,,,,,,,,
4/10/18 5:30,4/10/18 8:30,EURAUD,Sell,0.03,1.59653,1.58755,1.59234,1.59239,-0.13,0,-0.5,-0.22,0,440301,00:03:00:11,,,,,,,,,,,,
4/10/18 5:30,4/10/18 8:30,EURAUD,Sell,0.07,1.59583,1.59177,1.59235,1.59239,-0.3,0,-0.4,-0.48,0,450301,00:03:00:11,,,,,,,,,,,,
4/10/18 5:30,4/10/18 8:00,USDJPY,Buy,0.04,106.953,107.482,107.202,107.109,-0.17,0,-9.3,-2.99,-0.03,440301,00:02:30:03,,,,,,,,,,,,
4/10/18 5:20,4/10/18 6:03,AUDJPY,Buy,0.16,82.83,83.509,82.81,82.83,-0.69,0,2,1.73,0.02,430051,00:00:43:24,,,,,,,,,,,,
4/10/18 5:25,4/10/18 6:03,AUDJPY,Buy,0.16,82.86,84.272,82.84,82.86,-0.69,0,2,1.73,0.02,450051,00:00:37:53,,,,,,,,,,,,
4/10/18 5:25,4/10/18 6:03,AUDJPY,Buy,0.16,82.86,83.501,82.84,82.86,-0.69,0,2,1.73,0.02,440051,00:00:37:54,,,,,,,,,,,,
4/9/18 17:40,4/10/18 5:25,EURCAD,Sell,0.03,1.56605,1.54978,1.56788,1.56189,-0.13,0.1,59.9,11.48,0.1,450051,00:11:45:04,,,,,,,,,,,,
4/9/18 19:00,4/10/18 4:55,USDCAD,Sell,0.08,1.27471,1.26937,1.27002,1.26937,-0.35,-0.15,6.5,2.82,0.03,430301,00:09:55:08,,,,,,,,,,,,
